CustomerID,Total_Revenue,Total_Orders,Total_Items,First_Purchase,Last_Purchase,AOV,Lifespan_Days,Purchase_Freq,Historical_CLV,Predictive_CLV_12m,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12365,641.38,2,174,2011-02-21 13:51:00,2011-02-21 14:04:00,320.69,1,60.0,641.38,38482.8,291,2,641.38,1,2,3,6,Lost
12367,168.9,1,173,2011-12-05 16:48:00,2011-12-05 16:48:00,168.9,1,30.0,168.9,20268.0,4,1,168.9,5,1,1,7,New Customers
12370,3545.69,4,2353,2010-12-14 12:58:00,2011-10-19 14:51:00,886.4225,309,0.3883495145631068,3545.69,4130.900970873787,51,4,3545.69,3,4,5,12,Loyal Customers
12371,1887.96,2,591,2011-10-11 10:43:00,2011-10-26 10:16:00,943.98,14,4.285714285714286,1887.96,48547.54285714286,45,2,1887.96,3,2,4,9,Needs Attention
12372,1298.04,3,794,2011-02-16 12:46:00,2011-09-29 12:12:00,432.68,224,0.4017857142857143,1298.04,2086.1357142857146,72,3,1298.04,3,3,4,10,Needs Attention
12373,364.6,1,197,2011-02-01 13:10:00,2011-02-01 13:10:00,364.6,1,30.0,364.6,43752.0,311,1,364.6,1,1,2,4,Lost
12374,742.9300000000001,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00,742.9300000000001,1,30.0,742.9300000000001,89151.6,25,1,742.9300000000001,4,1,3,8,New Customers
12375,457.5,2,178,2011-09-02 14:23:00,2011-11-29 10:36:00,228.75,87,0.6896551724137931,457.5,1893.103448275862,11,2,457.5,5,2,2,9,Potential Loyalists
12377,1628.12,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00,814.06,39,1.5384615384615383,1628.12,15028.8,315,2,1628.12,1,2,4,7,Hibernating
12378,4008.62,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,4008.62,1,30.0,4008.62,481034.39999999997,130,1,4008.62,2,1,5,8,Hibernating
12379,852.24,2,407,2011-06-22 16:32:00,2011-09-19 10:09:00,426.12,88,0.6818181818181819,852.24,3486.436363636364,82,2,852.24,2,2,3,7,Hibernating
12380,2724.81,4,1127,2011-06-07 09:49:00,2011-11-18 11:27:00,681.2025,164,0.7317073170731707,2724.81,5981.290243902439,22,4,2724.81,4,4,5,13,Champions
12381,1845.31,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,369.062,115,1.3043478260869565,1845.31,5776.622608695652,5,5,1845.31,5,4,4,13,Champions
12383,1850.56,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11199999999997,167,0.8982035928143713,1850.56,3989.2311377245514,185,5,1850.56,1,4,4,9,At Risk
12384,585.27,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,292.635,92,0.6521739130434783,585.27,2290.1869565217394,29,2,585.27,4,2,3,9,Potential Loyalists
12386,401.9,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,200.95,29,2.0689655172413794,401.9,4989.103448275862,338,2,401.9,1,2,2,5,Lost
12388,2780.66,6,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,463.4433333333333,311,0.5787781350482315,2780.66,3218.770418006431,16,6,2780.66,4,4,5,13,Champions
12390,549.84,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,549.84,1,30.0,549.84,65980.8,80,1,549.84,2,1,3,6,Lost
12391,460.89,1,300,2011-11-18 12:07:00,2011-11-18 12:07:00,460.89,1,30.0,460.89,55306.799999999996,22,1,460.89,4,1,2,7,New Customers
12393,1582.6000000000001,4,816,2011-01-11 09:47:00,2011-09-28 15:41:00,395.65000000000003,260,0.46153846153846156,1582.6000000000001,2191.292307692308,72,4,1582.6000000000001,3,4,4,11,Loyal Customers
12394,1272.48,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,636.24,153,0.3921568627450981,1272.48,2994.0705882352945,64,2,1272.48,3,2,4,9,Needs Attention
12395,3018.63,12,2118,2010-12-03 16:35:00,2011-11-20 15:21:00,251.5525,351,1.0256410256410258,3018.63,3096.0307692307697,19,12,3018.63,4,5,5,14,Champions
12397,2409.9,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,1204.95,99,0.6060606060606061,2409.9,8763.272727272728,36,2,2409.9,3,2,5,10,Needs Attention
12398,1635.6599999999999,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,1635.6599999999999,1,30.0,1635.6599999999999,196279.19999999998,46,1,1635.6599999999999,3,1,4,8,Hibernating
12399,1108.65,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,277.1625,142,0.8450704225352113,1108.65,2810.661971830986,119,4,1108.65,2,4,4,10,At Risk
12401,84.3,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,84.3,1,30.0,84.3,10116.0,303,1,84.3,1,1,1,3,Lost
12402,225.6,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,225.6,1,30.0,225.6,27072.0,323,1,225.6,1,1,1,3,Lost
12403,427.7,1,96,2011-10-21 10:51:00,2011-10-21 10:51:00,427.7,1,30.0,427.7,51324.0,50,1,427.7,3,1,2,6,Promising
12405,1710.39,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,1710.39,1,30.0,1710.39,205246.80000000002,149,1,1710.39,2,1,4,7,Hibernating
12406,3415.3,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,1707.65,161,0.3726708074534162,3415.3,7636.695652173915,22,2,3415.3,4,2,5,11,Loyal Customers
12407,1708.1200000000001,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,341.624,214,0.7009345794392523,1708.1200000000001,2873.472897196262,50,5,1708.1200000000001,3,4,4,11,Loyal Customers
12408,2888.55,5,1409,2011-03-24 14:46:00,2011-11-07 12:27:00,577.71,227,0.6607929515418502,2888.55,4580.960352422908,33,5,2888.55,4,4,5,13,Champions
12409,11072.67,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,3690.89,103,0.8737864077669903,11072.67,38700.59417475729,79,3,11072.67,2,3,5,10,Needs Attention
12410,693.3299999999999,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,346.66499999999996,1,60.0,693.3299999999999,41599.799999999996,309,2,693.3299999999999,1,2,3,6,Lost
12412,1226.88,3,829,2011-06-23 13:51:00,2011-09-26 10:16:00,408.96000000000004,94,0.9574468085106383,1226.88,4698.689361702129,75,3,1226.88,2,3,4,9,Needs Attention
12413,758.1,3,286,2011-01-06 16:12:00,2011-10-04 09:00:00,252.70000000000002,270,0.3333333333333333,758.1,1010.8,67,3,758.1,3,3,3,9,Needs Attention
12414,562.41,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,187.47,93,0.9677419354838709,562.41,2177.0709677419354,217,3,562.41,1,3,3,7,About to Sleep
12415,124914.53,21,77374,2011-01-06 11:12:00,2011-11-15 14:22:00,5948.310952380953,313,2.012779552715655,124914.53,143671.6638977636,24,21,124914.53,4,5,5,14,Champions
12417,3649.1,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,405.4555555555555,354,0.7627118644067796,3649.1,3710.9491525423723,3,9,3649.1,5,5,5,15,Champions
12418,668.58,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,668.58,1,30.0,668.58,80229.6,113,1,668.58,2,1,3,6,Lost
12420,600.39,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39,1,30.0,600.39,72046.79999999999,64,1,600.39,3,1,3,7,Hibernating
12421,807.04,4,484,2011-01-24 15:09:00,2011-11-24 09:07:00,201.76,303,0.39603960396039606,807.04,958.8594059405941,16,4,807.04,4,4,3,11,Loyal Customers
12422,803.5600000000001,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,267.85333333333335,229,0.3930131004366812,803.5600000000001,1263.2384279475982,96,3,803.5600000000001,2,3,3,8,About to Sleep
12423,1859.31,8,1339,2010-12-21 10:54:00,2011-12-09 10:10:00,232.41375,352,0.6818181818181819,1859.31,1901.5670454545457,1,8,1859.31,5,5,4,14,Champions
12424,1760.96,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,880.48,1,60.0,1760.96,105657.59999999999,163,2,1760.96,2,2,4,8,Hibernating
12425,777.2,1,496,2011-09-22 17:31:00,2011-09-22 17:31:00,777.2,1,30.0,777.2,93264.0,78,1,777.2,2,1,3,6,Lost
12426,582.73,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,582.73,1,30.0,582.73,69927.6,195,1,582.73,1,1,3,5,Lost
12427,825.8,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,275.26666666666665,349,0.25787965616045844,825.8,851.8280802292263,22,3,825.8,4,3,3,10,Potential Loyalists
12428,7956.46,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,884.0511111111111,257,1.0505836575875487,7956.46,11145.235797665371,26,9,7956.46,4,5,5,14,Champions
12429,3750.4,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,937.6,356,0.33707865168539325,3750.4,3792.5393258426966,9,4,3750.4,5,4,5,14,Champions
12430,256.4,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,256.4,1,30.0,256.4,30768.0,43,1,256.4,3,1,2,6,Promising
12431,6487.45,15,2906,2010-12-01 10:03:00,2011-11-04 11:55:00,432.49666666666667,338,1.331360946745562,6487.45,6909.710059171597,36,15,6487.45,3,5,5,13,Champions
12432,5059.32,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,1011.8639999999999,129,1.1627906976744187,5059.32,14119.032558139535,43,5,5059.32,3,4,5,12,Loyal Customers
12433,13375.87,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,1910.8385714285716,372,0.564516129032258,13375.87,12944.390322580644,1,7,13375.87,5,5,5,15,Champions
12434,806.14,2,394,2011-03-24 13:05:00,2011-09-16 12:38:00,403.07,175,0.34285714285714286,806.14,1658.345142857143,85,2,806.14,2,2,3,7,Hibernating
12435,7829.89,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,3914.945,188,0.3191489361702128,7829.89,14993.406382978723,80,2,7829.89,2,2,5,9,Needs Attention
12436,509.01,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,509.01,1,30.0,509.01,61081.200000000004,100,1,509.01,2,1,3,6,Lost
12437,4951.41,18,2922,2011-01-12 14:13:00,2011-12-08 11:35:00,275.0783333333333,329,1.641337386018237,4951.41,5417.95623100304,2,18,4951.41,5,5,5,15,Champions
12438,2906.85,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,1453.425,125,0.48,2906.85,8371.728,14,2,2906.85,4,2,5,11,Loyal Customers
12441,173.55,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,173.55,1,30.0,173.55,20826.0,367,1,173.55,1,1,1,3,Lost
12442,172.06,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,172.06,1,30.0,172.06,20647.199999999997,3,1,172.06,5,1,1,7,New Customers
12444,5005.46,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,1001.092,149,1.006711409395973,5005.46,12093.728859060402,21,5,5005.46,4,4,5,13,Champions
12445,133.4,1,62,2011-11-17 18:43:00,2011-11-17 18:43:00,133.4,1,30.0,133.4,16008.0,22,1,133.4,4,1,1,6,Promising
12446,1002.3100000000001,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,1002.3100000000001,1,30.0,1002.3100000000001,120277.20000000001,58,1,1002.3100000000001,3,1,4,8,Hibernating
12447,476.49,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,476.49,1,30.0,476.49,57178.799999999996,243,1,476.49,1,1,2,4,Lost
12448,449.45,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,449.45,1,30.0,449.45,53934.0,44,1,449.45,3,1,2,6,Promising
12449,4067.29,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,1016.8225,164,0.7317073170731707,4067.29,8928.19756097561,22,4,4067.29,4,4,5,13,Champions
12450,197.88,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,98.94,17,3.5294117647058822,197.88,4190.4,156,2,197.88,2,2,1,5,Lost
12451,9035.52,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,1807.104,313,0.4792332268370607,9035.52,10392.291373801918,11,5,9035.52,5,4,5,14,Champions
12452,430.57,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,215.285,1,60.0,430.57,25834.199999999997,17,2,430.57,4,2,2,8,New Customers
12453,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09,1,30.0,707.09,84850.8,134,1,707.09,2,1,3,6,Lost
12454,3528.34,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,3528.34,1,30.0,3528.34,423400.80000000005,56,1,3528.34,3,1,5,9,Needs Attention
12455,2466.86,6,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,411.1433333333334,223,0.8071748878923767,2466.86,3982.374887892377,73,6,2466.86,2,4,5,11,Loyal Customers
12456,3181.04,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,1060.3466666666666,210,0.42857142857142855,3181.04,5453.211428571428,44,3,3181.04,3,3,5,11,Loyal Customers
12457,2363.23,7,843,2011-04-14 18:57:00,2011-10-04 13:13:00,337.6042857142857,172,1.2209302325581395,2363.23,4946.295348837209,66,7,2363.23,3,5,5,13,Champions
12458,947.4,2,506,2011-02-28 10:55:00,2011-09-29 15:25:00,473.7,213,0.28169014084507044,947.4,1601.2394366197182,71,2,947.4,3,2,4,9,Needs Attention
12461,826.88,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,413.44,60,1.0,826.88,4961.28,94,2,826.88,2,2,3,7,Hibernating
12462,1189.59,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,594.795,284,0.2112676056338028,1189.59,1507.9309859154928,19,2,1189.59,4,2,4,10,Potential Loyalists
12463,1344.78,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,336.195,188,0.6382978723404256,1344.78,2575.1106382978724,53,4,1344.78,3,4,4,11,Loyal Customers
12464,1212.05,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,151.50625,299,0.802675585284281,1212.05,1459.324414715719,10,8,1212.05,5,5,4,14,Champions
12465,742.1899999999999,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,371.09499999999997,152,0.39473684210526316,742.1899999999999,1757.8184210526315,17,2,742.1899999999999,4,2,3,9,Potential Loyalists
12468,729.5400000000001,2,366,2011-01-27 13:29:00,2011-06-05 11:36:00,364.77000000000004,128,0.46875,729.5400000000001,2051.83125,188,2,729.5400000000001,1,2,3,6,Lost
12471,19824.05,30,8212,2010-12-10 09:35:00,2011-12-07 15:43:00,660.8016666666666,362,2.4861878453038675,19824.05,19714.524861878454,2,30,19824.05,5,5,5,15,Champions
12472,6572.11,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,938.8728571428571,336,0.625,6572.11,7041.546428571429,32,7,6572.11,4,5,5,14,Champions
12473,3938.5499999999997,5,2439,2011-06-01 10:15:00,2011-11-10 13:46:00,787.7099999999999,162,0.9259259259259258,3938.5499999999997,8752.333333333332,29,5,3938.5499999999997,4,4,5,13,Champions
12474,7375.79,18,4847,2011-01-14 10:06:00,2011-11-22 14:39:00,409.7661111111111,312,1.7307692307692306,7375.79,8510.526923076923,17,18,7375.79,4,5,5,14,Champions
12475,723.38,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00,723.38,1,30.0,723.38,86805.6,54,1,723.38,3,1,3,7,Hibernating
12476,6816.42,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,619.6745454545454,345,0.9565217391304348,6816.42,7112.786086956521,16,11,6816.42,4,5,5,14,Champions
12477,13219.74,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,2203.29,278,0.6474820143884892,13219.74,17119.08776978417,23,6,13219.74,4,4,5,13,Champions
12478,680.99,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,680.99,1,30.0,680.99,81718.79999999999,4,1,680.99,5,1,3,9,Potential Loyalists
12479,527.2,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,527.2,1,30.0,527.2,63264.0,11,1,527.2,5,1,3,9,Potential Loyalists
12480,3281.63,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,820.4075,307,0.39087947882736157,3281.63,3848.165472312704,28,4,3281.63,4,4,5,13,Champions
12481,5596.32,10,3304,2010-12-09 10:13:00,2011-11-17 08:29:00,559.632,342,0.8771929824561403,5596.32,5890.863157894735,23,10,5596.32,4,5,5,14,Champions
12483,2484.98,8,1110,2011-01-04 14:20:00,2011-11-22 17:02:00,310.6225,322,0.7453416149068324,2484.98,2778.2385093167704,17,8,2484.98,4,5,5,14,Champions
12484,4541.72,6,2191,2011-01-07 14:04:00,2011-11-07 11:37:00,756.9533333333334,303,0.594059405940594,4541.72,5396.10297029703,33,6,4541.72,4,4,5,13,Champions
12488,1298.66,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,432.8866666666667,65,1.3846153846153848,1298.66,7192.578461538464,10,3,1298.66,5,3,4,12,Loyal Customers
12489,334.93,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,334.93,1,30.0,334.93,40191.600000000006,336,1,334.93,1,1,2,4,Lost
12490,5417.93,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,541.793,324,0.9259259259259258,5417.93,6019.9222222222215,5,10,5417.93,5,5,5,15,Champions
12491,460.40000000000003,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,460.40000000000003,1,30.0,460.40000000000003,55248.0,39,1,460.40000000000003,3,1,2,6,Promising
12492,263.21000000000004,2,192,2011-08-26 14:51:00,2011-10-07 15:15:00,131.60500000000002,42,1.4285714285714286,263.21000000000004,2256.085714285715,63,2,263.21000000000004,3,2,2,7,Hibernating
12493,433.74,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,216.87,31,1.9354838709677418,433.74,5036.98064516129,166,2,433.74,2,2,2,6,Lost
12494,1246.1000000000001,7,707,2010-12-09 11:31:00,2011-11-24 09:34:00,178.01428571428573,349,0.6017191977077364,1246.1000000000001,1285.3753581661892,16,7,1246.1000000000001,4,5,4,13,Champions
12497,1043.1,1,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,1043.1,1,30.0,1043.1,125172.0,82,1,1043.1,2,1,4,7,Hibernating
12498,403.70000000000005,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,134.5666666666667,36,2.5,403.70000000000005,4037.000000000001,21,3,403.70000000000005,4,3,2,9,Potential Loyalists
12500,4257.82,11,2678,2011-01-10 09:48:00,2011-11-16 16:20:00,387.07454545454544,310,1.064516129032258,4257.82,4944.565161290322,23,11,4257.82,4,5,5,14,Champions
12501,2169.39,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,2169.39,1,30.0,2169.39,260326.8,337,1,2169.39,1,1,5,7,Hibernating
12502,3723.87,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,744.774,214,0.7009345794392523,3723.87,6264.454205607476,96,5,3723.87,2,4,5,11,Loyal Customers
12504,482.04999999999995,2,90,2011-11-09 14:56:00,2011-11-21 16:02:00,241.02499999999998,12,5.0,482.04999999999995,14461.5,18,2,482.04999999999995,4,2,2,8,New Customers
12506,73.5,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,73.5,1,30.0,73.5,8820.0,233,1,73.5,1,1,1,3,Lost
12507,1304.81,3,894,2011-02-14 09:24:00,2011-07-28 17:09:00,434.93666666666667,164,0.5487804878048781,1304.81,2864.217073170732,134,3,1304.81,2,3,4,9,Needs Attention
12508,398.27,2,272,2011-11-10 16:27:00,2011-11-13 15:37:00,199.135,2,30.0,398.27,23896.199999999997,26,2,398.27,4,2,2,8,New Customers
12509,176.5,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,176.5,1,30.0,176.5,21180.0,284,1,176.5,1,1,1,3,Lost
12510,982.5699999999999,2,353,2011-01-18 14:04:00,2011-07-20 10:15:00,491.28499999999997,182,0.32967032967032966,982.5699999999999,1943.5450549450547,143,2,982.5699999999999,2,2,4,8,Hibernating
12512,138.03,2,99,2011-10-04 14:53:00,2011-10-04 14:55:00,69.015,1,60.0,138.03,8281.8,66,2,138.03,3,2,1,6,Promising
12513,612.29,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,612.29,1,30.0,612.29,73474.79999999999,113,1,612.29,2,1,3,6,Lost
12514,1017.68,1,440,2011-03-17 16:38:00,2011-03-17 16:38:00,1017.68,1,30.0,1017.68,122121.59999999999,267,1,1017.68,1,1,4,6,Lost
12515,383.7,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,383.7,1,30.0,383.7,46044.0,353,1,383.7,1,1,2,4,Lost
12516,1312.06,2,875,2011-06-12 11:37:00,2011-09-23 09:13:00,656.03,102,0.5882352941176471,1312.06,4630.799999999999,78,2,1312.06,2,2,4,8,Hibernating
12517,2502.84,5,1371,2011-06-02 15:13:00,2011-11-11 14:04:00,500.56800000000004,161,0.9316770186335405,2502.84,5596.412422360249,28,5,2502.84,4,4,5,13,Champions
12518,2056.89,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,411.378,109,1.3761467889908257,2056.89,6793.398165137614,1,5,2056.89,5,4,4,13,Champions
12519,340.84,1,183,2011-10-07 09:26:00,2011-10-07 09:26:00,340.84,1,30.0,340.84,40900.799999999996,64,1,340.84,3,1,2,6,Promising
12520,2634.26,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,526.8520000000001,194,0.7731958762886598,2634.26,4888.317525773197,79,5,2634.26,2,4,5,11,Loyal Customers
12521,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68,1,30.0,599.68,71961.59999999999,143,1,599.68,2,1,3,6,Lost
12522,192.72,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,96.36,12,5.0,192.72,5781.6,39,2,192.72,3,2,1,6,Promising
12523,1789.77,11,865,2011-01-12 09:43:00,2011-11-20 12:55:00,162.70636363636365,312,1.0576923076923077,1789.77,2065.119230769231,19,11,1789.77,4,5,4,13,Champions
12524,4485.72,8,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,560.715,324,0.7407407407407407,4485.72,4984.133333333333,9,8,4485.72,5,5,5,15,Champions
12526,1316.66,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,438.8866666666667,93,0.9677419354838709,1316.66,5096.748387096774,1,3,1316.66,5,3,4,12,Loyal Customers
12527,348.71000000000004,3,234,2011-01-18 12:05:00,2011-09-19 11:55:00,116.23666666666668,243,0.3703703703703704,348.71000000000004,516.6074074074075,82,3,348.71000000000004,2,3,2,7,About to Sleep
12528,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,322.24666666666667,303,0.594059405940594,1933.48,2297.2039603960393,9,6,1933.48,5,5,4,14,Champions
12530,1662.28,4,913,2011-01-07 10:04:00,2011-10-11 12:34:00,415.57,277,0.43321299638989175,1662.28,2160.3638989169676,60,4,1662.28,3,4,4,11,Loyal Customers
12531,125.22,1,45,2011-11-25 11:12:00,2011-11-25 11:12:00,125.22,1,30.0,125.22,15026.400000000001,15,1,125.22,4,1,1,6,Promising
12532,349.83000000000004,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,349.83000000000004,1,30.0,349.83000000000004,41979.600000000006,30,1,349.83000000000004,4,1,2,7,New Customers
12534,1089.18,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,1089.18,1,30.0,1089.18,130701.6,131,1,1089.18,2,1,4,7,Hibernating
12535,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175,94,0.6382978723404256,716.35,2743.468085106383,92,2,716.35,2,2,3,7,Hibernating
12536,12601.830000000002,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,4200.610000000001,15,6.0,12601.830000000002,302443.92000000004,43,3,12601.830000000002,3,3,5,11,Loyal Customers
12538,363.95,1,191,2011-11-10 17:16:00,2011-11-10 17:16:00,363.95,1,30.0,363.95,43674.0,29,1,363.95,4,1,2,7,New Customers
12539,5568.35,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875,311,0.3858520900321543,5568.35,6445.6784565916405,22,4,5568.35,4,4,5,13,Champions
12540,13400.24,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,788.2494117647059,342,1.4912280701754386,13400.24,14105.515789473684,20,17,13400.24,4,5,5,14,Champions
